2019-05-08 14:44:43.018830_1,Halsey,Without Me,https://listen.hs.llnwd.net/g3/4/6/1/6/4/1446446164.mp3,Pop
2019-05-08 14:44:43.018830_2,Ariana Grande,7 rings,https://listen.hs.llnwd.net/g3/2/1/1/3/6/1479363112.mp3,Pop
2019-05-08 14:44:43.018830_3,Maroon 5,Girls Like You,https://listen.hs.llnwd.net/g3/8/5/2/0/9/1417790258.mp3,Pop
2019-05-08 14:44:43.018830_4,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),https://listen.hs.llnwd.net/g3/1/3/4/6/4/1420746431.mp3,Pop
2019-05-08 14:44:43.018830_5,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),https://listen.hs.llnwd.net/g3/7/0/8/3/7/1504073807.mp3,Pop
2019-05-08 14:44:43.018830_6,benny blanco Halsey Khalid,Eastside,https://listen.hs.llnwd.net/g3/2/1/5/7/7/1424977512.mp3,Pop
2019-05-08 14:44:43.018830_7,Ariana Grande,break up with your girlfriend i'm bored,https://listen.hs.llnwd.net/g3/6/1/1/3/6/1479363116.mp3,Pop
2019-05-08 14:44:43.018830_8,Jonas Brothers,Sucker,https://listen.hs.llnwd.net/g3/6/0/2/7/8/1486487206.mp3,Pop
2019-05-08 14:44:43.018830_9,Bruno Mars,That's What I Like,https://listen.hs.llnwd.net/g3/0/3/4/4/7/1411674430.mp3,Pop
2019-05-08 14:44:43.018830_10,Bruno Mars,24K Magic,https://listen.hs.llnwd.net/g3/4/1/5/4/7/1411674514.mp3,Pop
2019-05-08 14:44:43.018830_11,Mark Ronson,Uptown Funk,https://listen.hs.llnwd.net/g3/7/4/4/7/8/1138387447.mp3,Pop
2019-05-08 14:44:43.018830_12,Ariana Grande,thank u next,https://listen.hs.llnwd.net/g3/5/1/1/3/6/1479363115.mp3,Pop
2019-05-08 14:44:43.018830_13,5 Seconds Of Summer,Youngblood,https://listen.hs.llnwd.net/g3/4/6/6/9/2/1417929664.mp3,Pop
2019-05-08 14:44:43.018830_14,Flo Rida,My House,https://listen.hs.llnwd.net/g3/8/0/6/9/4/1325449608.mp3,Pop
2019-05-08 14:44:43.018830_15,James Arthur,Say You Won't Let Go,https://listen.hs.llnwd.net/g3/7/8/4/5/2/1299725487.mp3,Pop
2019-05-08 14:44:43.018830_16,Rihanna,Love On The Brain,https://listen.hs.llnwd.net/g3/1/8/2/0/5/1242150281.mp3,Pop
2019-05-08 14:44:43.018830_17,Camila Cabello,Havana,https://listen.hs.llnwd.net/g3/5/6/7/0/9/1384690765.mp3,Pop
2019-05-08 14:44:43.018830_18,Maroon 5,Sugar,https://listen.hs.llnwd.net/g3/8/9/0/4/7/1282774098.mp3,Pop
2019-05-08 14:44:43.018830_19,Bazzi,Mine,https://listen.hs.llnwd.net/g3/3/2/2/5/2/1404225223.mp3,Pop
2019-05-08 14:44:43.018830_20,Adele,Hello,https://listen.hs.llnwd.net/g3/9/0/8/8/6/1272568809.mp3,Pop
2019-05-08 14:44:43.018830_21,Sam Smith & Normani,Dancing With A Stranger,https://listen.hs.llnwd.net/g3/7/8/1/8/0/1469108187.mp3,Pop
2019-05-08 14:44:43.018830_22,Charlie Puth,Attention,https://listen.hs.llnwd.net/g3/3/4/5/9/1/1409619543.mp3,Pop
2019-05-08 14:44:43.018830_23,Demi Lovato,Sorry Not Sorry,https://listen.hs.llnwd.net/g3/8/7/5/7/5/1360857578.mp3,Pop
2019-05-08 14:44:43.018830_24,Shawn Mendes,If I Can't Have You,https://listen.hs.llnwd.net/g3/8/1/5/2/3/1505732518.mp3,Pop
2019-05-08 14:44:43.018830_25,Maroon 5,What Lovers Do,https://listen.hs.llnwd.net/g3/6/0/3/0/3/1471830306.mp3,Pop
2019-05-08 14:44:43.018830_26,Adele,Rolling In The Deep,https://listen.hs.llnwd.net/g1/0/2/4/2/7/1020972420.mp3,Pop
2019-05-08 14:44:43.018830_27,Michael Jackson,Billie Jean,https://listen.hs.llnwd.net/g2/7/7/5/6/5/928256577.mp3,Pop
2019-05-08 14:44:43.018830_28,Liam Payne,Strip That Down,https://listen.hs.llnwd.net/g3/1/5/8/2/3/1337732851.mp3,Pop
2019-05-08 14:44:43.018830_29,Lukas Graham,7 Years,https://listen.hs.llnwd.net/g3/9/8/0/6/4/1252546089.mp3,Pop
2019-05-08 14:44:43.018830_30,Dua Lipa,New Rules,https://listen.hs.llnwd.net/g3/2/3/4/0/7/1471770432.mp3,Pop
2019-05-08 14:44:43.018830_31,Taylor Swift,Delicate,https://listen.hs.llnwd.net/g3/8/0/3/6/4/1378246308.mp3,Pop
2019-05-08 14:44:43.018830_32,Bruno Mars,Just The Way You Are,https://listen.hs.llnwd.net/g3/6/4/6/9/1/1325419646.mp3,Pop
2019-05-08 14:44:43.018830_33,Pink,Just Give Me A Reason,https://listen.hs.llnwd.net/g3/1/5/0/5/1/1073715051.mp3,Pop
2019-05-08 14:44:43.018830_34,Adele,Someone Like You,https://listen.hs.llnwd.net/g3/7/0/3/1/7/1282571307.mp3,Pop
2019-05-08 14:44:43.018830_35,Rihanna,Needed Me,https://listen.hs.llnwd.net/g3/0/1/8/2/5/1283552810.mp3,Pop
2019-05-08 14:44:43.018830_36,Ariana Grande,Side To Side featuring Nicki Minaj,https://listen.hs.llnwd.net/g3/4/5/2/6/9/1265796254.mp3,Pop
2019-05-08 14:44:43.018830_37,Katy Perry,Dark Horse featuring Juicy J,https://listen.hs.llnwd.net/g1/7/8/1/5/2/1032925187.mp3,Pop
2019-05-08 14:44:43.018830_38,Lorde,Royals,https://listen.hs.llnwd.net/g1/3/4/8/7/8/1019987843.mp3,Pop
2019-05-08 14:44:43.018830_39,Shawn Mendes,There's Nothing Holdin' Me Back,https://listen.hs.llnwd.net/g3/0/8/8/2/3/1333432880.mp3,Pop
2019-05-08 14:44:43.018830_40,Bruno Mars,When I Was Your Man,https://listen.hs.llnwd.net/g3/1/1/6/4/3/1283434611.mp3,Pop
2019-05-08 14:44:43.018830_41,Camila Cabello,Never Be the Same,https://listen.hs.llnwd.net/g3/5/3/7/0/9/1384690735.mp3,Pop
2019-05-08 14:44:43.018830_42,Taylor Swift,Shake It Off,https://listen.hs.llnwd.net/g3/3/4/3/2/2/1426022343.mp3,Pop
2019-05-08 14:44:43.018830_43,Elton John,Rocket Man,https://listen.hs.llnwd.net/g1/7/0/8/5/5/107255807.mp3,Pop
2019-05-08 14:44:43.018830_44,Taylor Swift,Look What You Made Me Do,https://listen.hs.llnwd.net/g3/1/5/2/6/4/1378246251.mp3,Pop
2019-05-08 14:44:43.018830_45,Ariana Grande,Breathin,https://listen.hs.llnwd.net/g3/8/1/1/6/4/1434746118.mp3,Pop
2019-05-08 14:44:43.018830_46,Imagine Dragons,Thunder,https://listen.hs.llnwd.net/g3/5/8/8/3/9/1348993885.mp3,Pop
2019-05-08 14:44:43.018830_47,Lady Gaga,Poker Face,https://listen.hs.llnwd.net/g1/7/9/1/8/4/1041448197.mp3,Pop
2019-05-08 14:44:43.018830_48,Ariana Grande,God is a woman,https://listen.hs.llnwd.net/g3/4/2/1/6/4/1434746124.mp3,Pop
2019-05-08 14:44:43.018830_49,Bruno Mars,Finesse (Remix) [feat. Cardi B],https://listen.hs.llnwd.net/g3/9/7/9/6/7/1384076979.mp3,Pop
2019-05-08 14:44:43.018830_50,Pitbull,Timber,https://listen.hs.llnwd.net/g3/6/7/9/5/1/1073615976.mp3,Pop
2019-05-08 14:44:43.018830_51,Maroon 5,Moves Like Jagger featuring Christina Aguilera (Studio Recording From The Voice Performance),https://listen.hs.llnwd.net/g1/8/2/4/1/0/984501428.mp3,Pop
2019-05-08 14:44:43.018830_52,Shawn Mendes,Stitches,https://listen.hs.llnwd.net/g3/8/9/2/9/6/1221269298.mp3,Pop
2019-05-08 14:44:43.018830_53,Elton John,Tiny Dancer,https://listen.hs.llnwd.net/g1/3/7/4/6/4/1042446473.mp3,Pop
2019-05-08 14:44:43.018830_54,Lizzo,Truth Hurts,,Pop
2019-05-08 14:44:43.018830_55,Jason Mraz,I'm Yours,https://listen.hs.llnwd.net/g3/7/8/7/3/6/1325463787.mp3,Pop
2019-05-08 14:44:43.018830_56,Justin Bieber,Love Yourself,https://listen.hs.llnwd.net/g3/1/6/3/9/3/1282139361.mp3,Pop
2019-05-08 14:44:43.018830_57,Pink,Walk Me Home,https://listen.hs.llnwd.net/g3/5/2/4/3/4/1503043425.mp3,Pop
2019-05-08 14:44:43.018830_58,Katy Perry,Roar,https://listen.hs.llnwd.net/g3/9/3/2/5/8/1282985239.mp3,Pop
2019-05-08 14:44:43.018830_59,Niall Horan,Slow Hands,https://listen.hs.llnwd.net/g3/9/4/9/9/6/1366469949.mp3,Pop
2019-05-08 14:44:43.018830_60,Rihanna,Stay featuring Mikky Ekko (Album Version (Explicit)),https://listen.hs.llnwd.net/g1/1/7/2/6/4/1038546271.mp3,Pop
2019-05-08 14:44:43.018830_61,Calvin Harris,This Is What You Came For (feat Rihanna),https://listen.hs.llnwd.net/g3/9/4/2/2/4/1330342249.mp3,Pop
2019-05-08 14:44:43.018830_62,Justin Timberlake,Say Something,https://listen.hs.llnwd.net/g3/1/0/7/9/0/1388909701.mp3,Pop
2019-05-08 14:44:43.018830_63,OneRepublic,Counting Stars,https://listen.hs.llnwd.net/g3/1/5/2/9/9/1282999251.mp3,Pop
2019-05-08 14:44:43.018830_64,Rihanna,Work featuring Drake,https://listen.hs.llnwd.net/g3/1/3/3/0/5/1242150331.mp3,Pop
2019-05-08 14:44:43.018830_65,Bebe Rexha,I'm a Mess,https://listen.hs.llnwd.net/g3/0/4/5/3/8/1421183540.mp3,Pop
2019-05-08 14:44:43.018830_66,Justin Timberlake,"Can't Stop the Feeling! (Original Song from DreamWorks Animation's ""TROLLS"")",https://listen.hs.llnwd.net/g3/7/4/7/3/4/1278143747.mp3,Pop
